wid	txtid	inv_nr	cth_number	lnr	trans	text	text_tags	text_clean	subscr	matlect	num	sign	corr	deleted	added	ras	rasx	gap	note	link	mrp0sel	combined
60	KUB 48.13		821	Vs. 15′	innirit	in-ni-ri-i	in-ni-ri-i<del_fin/>t	in-ni-ri-i]t													1	{'lg': 'Hit', 'mrp1': 'innir=i-@Augenbraue@INS@2.1.2@'}
61	KUB 48.13		821	Vs. 15′	laplipit	la-ap-li-pí-it	la-ap-li-pí-it	la-ap-li-pí-it													1	{'lg': 'Hit', 'mrp1': 'laplip=a-@Wimper@INS@1.1@'}
62	KUB 48.13		821	Vs. 16′			"<space c=""28""/>"	****************************														{'lg': 'Hit'}
63	KUB 48.13		821	Vs. 16′			<del_fin/>x	]x													DEL	{'lg': 'Hit'}
64	KUB 48.13		821	Vs. 16′	šuaia	šu-wa-ia	šu-wa-ia	šu-wa-ia													4	{'lg': 'Hit', 'mrp1': 'šuw=aye/a-@(an)schauen)@2SG.IMP@I.7.5@', 'mrp2': 'šuw=ai-@Verzicht@{ a → NOM.PL.N} { b → ACC.PL.N}@4.2@', 'mrp3': 'šuwa=@füllen@2SG.IMP@I.1.1 += ya@CNJadd@@', 'mrp4': 'šu=a-@füllen@3SG.PRS.MP@III.2.6 += ya@CNJadd@@', 'mrp5': 'šu=@füllen@3SG.PRS.MP@III.1.5 += ya@CNJadd@@', 'mrp6': 'šuw=a-@drücken@3SG.PRS.MP@III.2.6 += ya@CNJadd@@', 'mrp7': 'šu=@drücken@3SG.PRS.MP@III.1.5 += ya@CNJadd@@', 'mrp8': 'šu=i-@ganz@HURR.ESS||HITT.D/L.SG@30.10.1 += ya@CNJadd@@'}
65	KUB 48.13		821	Vs. 17′			"<space c=""26""/>"	**************************														{'lg': 'Hat'}
66	KUB 48.13		821	Vs. 17′	~ma	-m	"-m<del_fin/>a<corr c=""?""/>"	-m]a					"m]a<corr c=""?""/>"								DEL	{'lg': 'Hat'}
67	KUB 48.13		821	Vs. 17′		ḫa-a-ti-	"ḫa-a-ti-<laes_in/>e<corr c=""?""/><laes_fin/>-x<del_in/>"	ḫa-a-ti-⸢e⸣-x[					"⸢e<corr c=""?""/>"								DEL	{'lg': 'Hat'}
68	KUB 48.13		821	Vs. 18′			"<space c=""34""/>"	**********************************														{'lg': 'Hat'}
69	KUB 48.13		821	Vs. 18′			<del_fin/>x	]x													DEL	{'lg': 'Hat'}
70	KUB 48.13		821	Vs. 18′		x	x	x													DEL	{'lg': 'Hat'}
71	KUB 48.13		821	Vs. 18′		x	x<del_in/>	x[													DEL	{'lg': 'Hat'}
72	KUB 48.13		821	Rs. 1′			"<space c=""55""/>"	*******************************************************														{'lg': 'Hit'}
73	KUB 48.13		821	Rs. 1′			<del_fin/>x<d>MEŠ</d>	]x~MEŠ~													DEL	{'lg': 'Hit'}
74	KUB 48.13		821	Rs. 1′		x	x	x													DEL	{'lg': 'Hit'}
75	KUB 48.13		821	Rs. 1′		x	x<del_in/>	x[													DEL	{'lg': 'Hit'}
76	KUB 48.13		821	Rs. 2′			"<space c=""51""/>"	***************************************************														{'lg': 'Hit'}
77	KUB 48.13		821	Rs. 2′	~ti	-t	-t<del_fin/>i	-t]i													DEL	{'lg': 'Hit'}
78	KUB 48.13		821	Rs. 2′	tai	da-a-i	da-a-i	da-a-i													1 3a 	{'lg': 'Hit', 'mrp1': 'dā-/d-@nehmen@3SG.PRS@II.2@', 'mrp2': 't=aye/a-@stehlen@2SG.IMP@I.7.5@', 'mrp3': 'dai-/te-/ti(ya)-@setzen@{ a → 3SG.PRS} { b → 2SG.IMP}@II.6.1@'}
79	KUB 48.13		821	Rs. 2′	1		<num/>1	1			<num/>1										1	{'lg': 'Hit', 'mrp1': '1@ein@@QUANcar@'}
80	KUB 48.13		821	Rs. 2′	DUG		<sGr>DUG</sGr>	DUG													1b 	{'lg': 'Hit', 'mrp1': 'DUG=i-@Gefäß@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.2.1.1@'}
81	KUB 48.13		821	Rs. 2′	KA.GAG.A		"<sGr><laes_in/>KA</sGr><corr c=""!?""/><sGr><laes_fin/>.G<del_in/>AG.A</sGr><corr c=""(?)""/>"	⸢KA⸣.G[AG.A					"⸢KA<corr c=""!?""/>, A<corr c=""(?)""/>"								1e 	{'lg': 'Hit', 'mrp1': 'KA.GAG.A=@(Gefäß gefüllt mit) geringe(r) Bierart@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@29.1.1@(DUG)'}
82	KUB 48.13		821	Rs. 3′			"<space c=""43""/>"	*******************************************														{'lg': 'Hit'}
83	KUB 48.13		821	Rs. 3′	malti	ma-a	ma-a<del_fin/>l-di	ma-a]l-di													1a 	{'lg': 'Hit', 'mrp1': 'mald=@äußern@{ a → 3SG.PRS} { b → 2SG.IMP}@II.1.3@', 'mrp2': 'mald=a-@äußern@2SG.IMP@II.3@', 'mrp3': 'mall=@mahlen@2SG.PRS@II.1@'}
84	KUB 48.13		821	Rs. 4′			"<space c=""49""/>"	*************************************************														{'lg': 'Hit'}
85	KUB 48.13		821	Rs. 4′	~ti		<del_fin/>-ti	]-ti													DEL	{'lg': 'Hit'}
86	KUB 48.13		821	Rs. 4′	tai	da-a-i	da-a-i	da-a-i													1 3a 	{'lg': 'Hit', 'mrp1': 'dā-/d-@nehmen@3SG.PRS@II.2@', 'mrp2': 't=aye/a-@stehlen@2SG.IMP@I.7.5@', 'mrp3': 'dai-/te-/ti(ya)-@setzen@{ a → 3SG.PRS} { b → 2SG.IMP}@II.6.1@'}
87	KUB 48.13		821	Rs. 5′			"<space c=""46""/>"	**********************************************														{'lg': 'Hit'}
88	KUB 48.13		821	Rs. 5′	IŠ-TU DUG		<aGr>I<del_fin/>Š-TU</aGr> <sGr>DUG</sGr>	#I]Š-TU# DUG													1all 	{'lg': 'Hit', 'mrp1': 'DUG=i-@Gefäß@{ a → …:ABL} { b → …:INS}@28.2.1.1@'}
89	KUB 48.13		821	Rs. 5′	KA.GAG.A		<sGr>KA.GAG.A</sGr>	KA.GAG.A													1e 	{'lg': 'Hit', 'mrp1': 'KA.GAG.A=@(Gefäß gefüllt mit) geringe(r) Bierart@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@29.1.1@(DUG)'}
90	KUB 48.13		821	Rs. 5′	aššanuzi	aš-ša-nu-zi	aš-ša-nu-zi	aš-ša-nu-zi													1	{'lg': 'Hit', 'mrp1': 'ašša=nu-@versorgen@3SG.PRS@I.13@'}
91	KUB 48.13		821	Rs. 6′			"<space c=""44""/>"	********************************************														{'lg': 'Hit'}
92	KUB 48.13		821	Rs. 6′			<del_fin/>	]														{'lg': 'Hit'}
93	KUB 48.13		821	Rs. 6′	10		<d>D</d><sGr>10</sGr>	~D~10													1c 1e 1d 	{'lg': 'Hit', 'mrp1': '10=@Wettergott@{ a → DN.HURR.ABS} { b → DN.NOM.SG(UNM)} { c → DN.ACC.SG(UNM)} { d → DN.GEN.SG(UNM)} { e → DN.D/L.SG(UNM)} { f → DN.ABL(UNM)} { g → DN.INS(UNM)} { h → DN.VOC.SG(UNM)}@35.10.1@D', 'mrp2': '10=@Tarḫuntašša@{ a → GN.NOM.SG(UNM)} { b → GN.ACC.SG(UNM)} { c → GN.GEN.SG(UNM)} { d → GN.D/L.SG(UNM)} { e → GN.ALL(UNM)} { f → GN.ABL(UNM)} { g → GN.INS(UNM)} { h → GN.VOC.SG(UNM)} { i → GN.HURR.ABS.SG}@39.1@URU.D'}
94	KUB 48.13		821	Rs. 6′	nerik		<d>URU</d>ne-ri-ik	~URU~ne-ri-ik													1c 	{'lg': 'Hit', 'mrp1': 'nerik=@Nerik@{ a → GN.NOM.SG(UNM)} { b → GN.ACC.SG(UNM)} { c → GN.GEN.SG(UNM)} { d → GN.D/L.SG(UNM)} { e → GN.ALL(UNM)} { f → GN.ABL(UNM)} { g → GN.INS(UNM)} { h → GN.VOC.SG(UNM)} { i → GN.HURR.ABS.SG}@39.1@URU'}
95	KUB 48.13		821	Rs. 7′			"<space c=""41""/>"	*****************************************														{'lg': 'Hit'}
96	KUB 48.13		821	Rs. 7′			<del_fin/>	]														{'lg': 'Hit'}
97	KUB 48.13		821	Rs. 8′			"<space c=""38""/>"	**************************************														{'lg': 'Hit'}
98	KUB 48.13		821	Rs. 8′			<del_fin/>	]														{'lg': 'Hit'}
99	KUB 48.13		821	Rs. 9′			"<space c=""33""/>"	*********************************														{'lg': 'Hit'}
100	KUB 48.13		821	Rs. 9′	PA-NI DINGIR-LIM		<aGr>P<del_fin/>A-NI</aGr> <sGr>DINGIR</sGr><aGr>-LIM</aGr>	#P]A-NI# DINGIR-#LIM#													1a 	{'lg': 'Hit', 'mrp1': 'DINGIR-LIM=@Gott@{ a → …:D/L.SG_vor:POSP} { b → …:D/L.PL_vor:POSP}@28.1.1@', 'mrp2': 'DINGIR-LIM=@Gott@{ a → …:D/L.SG_vor:POSP} { b → …:D/L.PL_vor:POSP}@28.3.1.1.1@'}
101	KUB 48.13		821	Rs. 9′	kišan	kiš-an	kiš-an	kiš-an													1	{'lg': 'Hit', 'mrp1': 'kišan@in dieser Weise@@DEMadv@', 'mrp2': 'kiš=@werden@{ a → PTCP.NOM.SG.N} { b → PTCP.ACC.SG.N} { c → PTCP.INDCL}@III.1@', 'mrp3': 'kiš=ā(e)-@kämmen@{ a → PTCP.NOM.SG.N} { b → PTCP.ACC.SG.N} { c → PTCP.INDCL}@I.9@', 'mrp4': 'ka-@dieser@{ a → DEM1.NOM.SG.N} { b → DEM1.ACC.SG.N}@19 += ššan@OBPs@@', 'mrp5': 'gi=@Elle@{ a → NOM.SG(ABBR)} { b → ACC.SG(ABBR)} { c → NOM.PL(ABBR)} { d → ACC.PL(ABBR)} { e → GEN.SG(ABBR)} { f → GEN.PL(ABBR)} { g → D/L.SG(ABBR)} { h → D/L.PL(ABBR)} { i → ALL(ABBR)} { j → ABL(ABBR)} { k → INS(ABBR)} { l → VOC.SG(ABBR)} { m → VOC.PL(ABBR)}@14.2.3 += ššan@OBPs@@'}
102	KUB 48.13		821	Rs. 9′	memai	me-ma-i	me-ma-i	me-ma-i													1	{'lg': 'Hit', 'mrp1': 'mem=a-@sprechen@3SG.PRS@II.7.1@'}
103	KUB 48.13		821	Rs. 10′			"<space c=""23""/>"	***********************														{'lg': 'Hit'}
104	KUB 48.13		821	Rs. 10′	eštu	e-eš-d	e-eš-d<del_fin/>u	e-eš-d]u													2	{'lg': 'Hit', 'mrp1': 'eš-@sitzen@3SG.IMP@I.1.1.1@', 'mrp2': 'eš-@sein@3SG.IMP@I.2.3@', 'mrp3': 'ešš=@(u.B.)@LUW.3SG.IMP@V.8@', 'mrp4': 'e=šša-@machen@3SG.IMP.IMPF@II.4@'}
105	KUB 48.13		821	Rs. 10′	utne	ut-ne-e	ut-ne-e	ut-ne-e													1a 	{'lg': 'Hit', 'mrp1': 'utn=e-@Land@{ a → NOM.SG.N} { b → ACC.SG.N} { c → NOM.PL.N} { d → ACC.PL.N} { e → D/L.SG} { f → STF}@6@'}
106	KUB 48.13		821	Rs. 10′	IŠKURnašpat		<d>D</d><sGr>IŠKUR</sGr>-na-aš-pát	~D~IŠKUR-na-aš-pát													1b 	{'lg': 'Hit', 'mrp1': 'IŠKUR=@Wettergott@{ a → DN.FNL(n).HITT.NOM.SG} { b → DN.FNL(n).HITT.GEN.SG}@35.10.4 += pat@FOC@@D'}
107	KUB 48.13		821	Rs. 11′			"<space c=""31""/>"	*******************************														{'lg': 'Hit'}
108	KUB 48.13		821	Rs. 11′			<del_fin/>x-aš	]x-aš													DEL	{'lg': 'Hit'}
109	KUB 48.13		821	Rs. 11′	laparnan	la-ba-ar-na-an	la-ba-ar-na-an	la-ba-ar-na-an													1a 	{'lg': 'Hit', 'mrp1': 'labarn=a-@(Königstitel)@{ a → ACC.SG.C} { b → GEN.PL}@1.1@(LÚ)', 'mrp2': 'laparn=a-@Labarna@PNm.ACC.SG.C@38.2@(m)'}
110	KUB 48.13		821	Rs. 11′	LUGALun		<sGr>LUGAL</sGr>-un	LUGAL-un													1	{'lg': 'Hit', 'mrp1': 'LUGAL=u-@König@FNL(u).ACC.SG.C@28.3.1.1@'}
111	KUB 48.13		821	Rs. 12′			"<space c=""31""/>"	*******************************														{'lg': 'Hit'}
112	KUB 48.13		821	Rs. 12′			<del_fin/>	]														{'lg': 'Hit'}
113	KUB 48.13		821	Rs. 12′	nušši	nu-uš-ši	nu-uš-ši	nu-uš-ši													2	{'lg': 'Hit', 'mrp1': 'nu=uš=šši@@CONNn=PPRO.3PL.C.ACC=PPRO.3SG.D/L@@', 'mrp2': 'nu=šši@@CONNn=PPRO.3SG.D/L@@'}
114	KUB 48.13		821	Rs. 12′	ḫattušan		<d>URU</d>ḫa-at-tu-ša-an	~URU~ḫa-at-tu-ša-an													1	{'lg': 'Hit', 'mrp1': 'ḫattuš=a-@Ḫattuša@GN.ACC.SG.C@39.2@URU', 'mrp2': 'ḫa-ad-du-ša-an@()@@HATT.GN?@URU', 'mrp3': 'ḫattuš=@Ḫattuša@{ a → GN.NOM.SG(UNM)} { b → GN.ACC.SG(UNM)} { c → GN.GEN.SG(UNM)} { d → GN.D/L.SG(UNM)} { e → GN.ALL(UNM)} { f → GN.ABL(UNM)} { g → GN.INS(UNM)} { h → GN.VOC.SG(UNM)} { i → GN.HURR.ABS.SG}@39.1 += an@PPRO.3SG.C.ACC@@URU', 'mrp4': 'ḫattuš=a-@Ḫattuša@{ a → GN.NOM.SG(UNM)} { b → GN.ACC.SG(UNM)} { c → GN.GEN.SG(UNM)} { d → GN.D/L.SG(UNM)} { e → GN.ALL(UNM)} { f → GN.ABL(UNM)} { g → GN.INS(UNM)} { h → GN.VOC.SG(UNM)} { i → GN.HURR.ABS.SG}@39.2 += an@PPRO.3SG.C.ACC@@URU'}
115	KUB 48.13		821	Rs. 13′			"<space c=""19""/>"	*******************														{'lg': 'Hit'}
116	KUB 48.13		821	Rs. 13′	ḫuman	ḫu-u-m	ḫu-u-m<del_fin/>a-an	ḫu-u-m]a-an													2b 	{'lg': 'Hit', 'mrp1': 'ḫuman@gänzlich@@ADV@', 'mrp2': 'ḫumant-@jeder; ganz@{ a → QUANall.NOM.SG.N} { b → QUANall.ACC.SG.N}@27.3@'}
117	KUB 48.13		821	Rs. 13′	laparnaš	la-ba-ar-na-aš	la-ba-ar-na-aš	la-ba-ar-na-aš													1b 	{'lg': 'Hit', 'mrp1': 'labarn=a-@(Königstitel)@{ a → NOM.SG.C} { b → GEN.SG} { c → VOC.SG} { d → GEN.PL} { e → D/L.PL}@1.1@(LÚ)', 'mrp2': 'laparn=a-@Labarna@{ a → PNm.NOM.SG.C} { b → PNm.GEN.SG}@38.2@(m)'}
118	KUB 48.13		821	Rs. 13′	LUGALuš		<sGr><laes_in/>LUGAL</sGr>-uš<laes_fin/>	⸢LUGAL-uš⸣													1a 	{'lg': 'Hit', 'mrp1': 'LUGAL=u-@König@{ a → FNL(u).NOM.SG.C} { b → ACC.PL.C}@28.3.1.1@', 'mrp2': 'LUGAL=ma-@Šarrumma@{ a → DN.STF} { b → DN.HURR.ABS}@36.1.1 += uš@PPRO.3PL.C.ACC@@D', 'mrp3': 'LUGAL=ma-@Šarrumma@{ a → DN.STF} { b → DN.HURR.ABS}@36.1.1 += uš@PPRO.3PL.C.ACC@@D', 'mrp4': 'LUGAL=u-@König@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.3.1.1 += uš@PPRO.3PL.C.ACC@@'}
119	KUB 48.13		821	Rs. 14′	maniaḫḫiškettu	ma-ni-ia-aḫ-ḫi-iš-k	ma-ni-ia-aḫ-ḫi-iš-k<del_fin/>e-ed-du	ma-ni-ia-aḫ-ḫi-iš-k]e-ed-du													1	{'lg': 'Hit', 'mrp1': 'maniaḫḫ=išk-@zuteilen@3SG.IMP.IMPF@I.8@'}
120	KUB 48.13		821	Rs. 15′			"<space c=""32""/>"	********************************														{'lg': 'Hit'}
121	KUB 48.13		821	Rs. 15′	irḫašša	i	i<del_fin/>r-ḫa-aš-ša	i]r-ḫa-aš-ša													1e 	{'lg': 'Hit', 'mrp1': 'irḫ=a-@Grenze@{ a → NOM.SG.C} { b → GEN.SG} { c → VOC.SG} { d → GEN.PL} { e → D/L.PL}@1.1@+= ya@CNJadd@'}
122	KUB 48.13		821	Rs. 16′			"<space c=""23""/>"	***********************														{'lg': 'Hit'}
123	KUB 48.13		821	Rs. 16′	ḫarniktu	ḫar-ni-i	ḫar-ni-i<del_fin/>k-du	ḫar-ni-i]k-du													1	{'lg': 'Hit', 'mrp1': 'ḫar=ni(n)k-@zerstören@3SG.IMP@I.4@'}
0	HT 67		821	Vs. 1′			<del_in/>	[														{'lg': 'Hit'}
1	HT 67		821	Vs. 1′			"<space c=""8""/>"	********														{'lg': 'Hit'}
2	HT 67		821	Vs. 1′			<del_fin/>x	]x													DEL	{'lg': 'Hit'}
3	HT 67		821	Vs. 1′		x	x<del_in/>	x[													DEL	{'lg': 'Hit'}
4	HT 67		821	Vs. 2′		x	x	x													DEL	{'lg': 'Hit'}
5	HT 67		821	Vs. 2′	GÌR.GUB		<d>GIŠ</d><sGr>GÌR.GU<del_in/>B</sGr>	~GIŠ~GÌR.GU[B													1all 	{'lg': 'Hit', 'mrp1': 'GÌR.GUB=@Fußschemel@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@29.1.1@GIŠ'}
6	HT 67		821	Vs. 3′	GEŠTIN		<d>LÚ</d><sGr>GEŠTIN</sGr>	~LÚ~GEŠTIN													1a 	{'lg': 'Hit', 'mrp1': 'GEŠTIN=@Weinfunktionär@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@29.1.1@(LÚ)'}
7	HT 67		821	Vs. 3′	A-NA		<aGr>A-N<del_in/>A</aGr>	#A-N[A#													1a 1b 	{'lg': 'Hit', 'mrp1': 'ANA@zu@{ a → …:D/L.SG} { b → …:D/L.PL} { c → …:ALL}@@'}
8	HT 67		821	Vs. 4′	mân	ma-a-an	ma-a-an	ma-a-an													2	{'lg': 'Hit', 'mrp1': 'mân@wie@@POSP@', 'mrp2': 'mân@wenn@@CNJ@', 'mrp3': 'mân@wie@@CNJ@'}
9	HT 67		821	Vs. 4′	DUMU.É.GAL		<sGr>DUMU.É.G<del_in/>AL</sGr>	DUMU.É.G[AL													1a 	{'lg': 'Hit', 'mrp1': 'DUMU.É.GAL=i-@Palastbediensteter@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.2.1.1@'}
10	HT 67		821	Vs. 5′	LÚ		<sGr>LÚ</sGr><d>MEŠ</d>	LÚ~MEŠ~													1pl 	{'lg': 'Hit', 'mrp1': 'LÚ=a-@Mann@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.1.1@', 'mrp2': 'LÚ=a-@Ziti@{ a → PNm.NOM.SG(UNM)} { b → PNm.ACC.SG(UNM)} { c → PNm.GEN.SG(UNM)} { d → PNm.D/L.SG(UNM)} { e → PNm.ABL(UNM)} { f → PNm.INS(UNM)} { g → PNm.VOC.SG(UNM)}@38.1@m'}
11	HT 67		821	Vs. 5′	ziḫalukka		<d>URU</d>zi-ḫa-<del_in/>lu-uk-ka₄	~URU~zi-ḫa-[lu-uk-ka₄													1c 	{'lg': 'Hit', 'mrp1': 'ziḫalukk=a-@Za/iḫaluk(k)a@{ a → GN.NOM.SG(UNM)} { b → GN.ACC.SG(UNM)} { c → GN.GEN.SG(UNM)} { d → GN.D/L.SG(UNM)} { e → GN.ALL(UNM)} { f → GN.ABL(UNM)} { g → GN.INS(UNM)} { h → GN.VOC.SG} { i → GN.STF} { j → GN.HURR.ABS.SG}@39.2@URU', 'mrp2': 'ziḫaluk=@Za/iḫaluk(k)a@{ a → GN.NOM.SG(UNM)} { b → GN.ACC.SG(UNM)} { c → GN.GEN.SG(UNM)} { d → GN.D/L.SG(UNM)} { e → GN.ALL(UNM)} { f → GN.ABL(UNM)} { g → GN.INS(UNM)} { h → GN.VOC.SG(UNM)} { i → GN.HURR.ABS.SG}@39.1@URU += ya@CNJadd@', 'mrp3': 'ziḫaluk=a-@Za/iḫaluk(k)a@{ a → GN.NOM.SG(UNM)} { b → GN.ACC.SG(UNM)} { c → GN.GEN.SG(UNM)} { d → GN.D/L.SG(UNM)} { e → GN.ALL(UNM)} { f → GN.ABL(UNM)} { g → GN.INS(UNM)} { h → GN.VOC.SG(UNM)} { i → GN.HURR.ABS.SG}@39.2@URU += ya@CNJadd@'}
12	HT 67		821	Vs. 6′	nu	nu	"nu<corr c=""!?""/><note n=""1"" c=""Text: <SP_f_AO_3a_SIGN>AŠ</SP_f_AO_3a_SIGN>.""/>"	nu					"nu<corr c=""!?""/>"						"<note n=""1"" c=""Text: <SP_f_AO_3a_SIGN>AŠ</SP_f_AO_3a_SIGN>.""/>"		1	{'lg': 'Hit', 'mrp1': 'nu@@CONNn@@'}
13	HT 67		821	Vs. 6′	DUMU.É.GAL		"<sGr>DUMU.É.GAL</sGr><corr c=""!""/>"	DUMU.É.GAL					"GAL<corr c=""!""/>"								1a 	{'lg': 'Hit', 'mrp1': 'DUMU.É.GAL=i-@Palastbediensteter@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.2.1.1@'}
14	HT 67		821	Vs. 6′	menaḫḫanta	me-	"me-<del_in/>na-aḫ-ḫa-an-da<corr c=""(?)""/>"	me-[na-aḫ-ḫa-an-da					"da<corr c=""(?)""/>"								1 2 3 	{'lg': 'Hit', 'mrp1': 'menaḫḫanda@gegenüber@@ADV@', 'mrp2': 'menaḫḫanda@gegenüber@@POSP@', 'mrp3': 'menaḫḫanda@entgegen-@@PREV@'}
15	HT 67		821	Vs. 7′	1		<num/>1	1			<num/>1										1	{'lg': 'Hit', 'mrp1': '1@ein@@QUANcar@'}
16	HT 67		821	Vs. 7′	UDU		<sGr>UDU</sGr>	UDU													1b 	{'lg': 'Hit', 'mrp1': 'UDU=@Schaf@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ABL(UNM)} { j → INS(UNM)} { k → VOC.SG(UNM)} { l → VOC.PL(UNM)}@28.3.1.1.2@(UZU)'}
17	HT 67		821	Vs. 7′	2		<num/>2	2			<num/>2										1	{'lg': 'Hit', 'mrp1': '2@zwei@@QUANcar@'}
18	HT 67		821	Vs. 7′	NINDA.GUR₄.RA		<sGr>NINDA.GUR₄.R<del_in/>A</sGr>	NINDA.GUR₄.R[A													2d 	{'lg': 'Hit', 'mrp1': 'NINDA.GUR₄.RA=i-@Brotopferer@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@29.1.2@LÚ', 'mrp2': 'NINDA.GUR₄.RA=i-@Brotlaib@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.2.1.1@'}
19	HT 67		821	Vs. 8′	n		<num/>n	n			<num/>n										1	{'lg': 'Hit', 'mrp1': 'n@(unbekannte Zahl)@QUANcar@QUANcar@'}
