wid	txtid	inv_nr	cth_number	lnr	trans	text	text_tags	text_clean	subscr	matlect	num	sign	corr	deleted	added	ras	rasx	gap	note	link	mrp0sel	combined
75	KBo 11.36		523	Vs. III 19′	10-aš		<d>D</d><sGr>10</sGr>-aš	~D~10-aš													1b 	{'lg': 'Hit', 'mrp1': '10=@Wettergott@{ a → DN.FNL(a).HITT.NOM.SG} { b → DN.HITT.GEN.SG} { c → DN.HITT.GEN.PL} { d → DN.HITT.D/L.PL}@35.10.1@D', 'mrp2': '10=@Wettergott@DN.HURR.ERG@35.10.1@D'}
76	KBo 11.36		523	Vs. III 19′	ḫuašia		<d>NA₄</d>ḫu-u-wa-ši-ia	~NA₄~ḫu-u-wa-ši-ia													1c 	{'lg': 'Hit', 'mrp1': 'ḫuwaš=i-@(steinernes Kultobjekt)@{ a → D/L.SG} { b → ALL} { c → NOM.PL.N} { d → ACC.PL.N}@2.1.2@NA₄', 'mrp2': 'ḫuwaš=i-@(steinernes Kultobjekt)@{ a → D/L.SG} { b → ALL} { c → NOM.PL.N} { d → ACC.PL.N}@2.1.2 += ma@CNJctr@@NA₄', 'mrp3': 'ḫuwaš=i-@(steinernes Kultobjekt)@{ a → NOM.SG.N} { b → ACC.SG.N} { c → NOM.PL.N} { d → ACC.PL.N} { e → D/L.SG} { f → STF}@2.1.2 += a@CNJctr@@NA₄'}
77	KBo 11.36		523	Rs. IV 1	1		<num/>1	1			<num/>1										1	{'lg': 'Hit', 'mrp1': '1@ein@@QUANcar@'}
78	KBo 11.36		523	Rs. IV 1	wakeššar		<d>NINDA</d>wa-ge-eš-šar	~NINDA~wa-ge-eš-šar													1a 	{'lg': 'Hit', 'mrp1': 'wag=eššar@(Gebäckbezeichnung)@{ a → NOM.SG.N} { b → ACC.SG.N} { c → NOM.PL.N} { d → ACC.PL.N} { e → STF}@14.3@(NINDA)'}
79	KBo 11.36		523	Rs. IV 1	10-li		<num/>10-li	10-li			<num/>10										1	{'lg': 'Hit', 'mrp1': '10-li@ein Zehntel@@QUANfrac@'}
80	KBo 11.36		523	Rs. IV 2	10+n		<laes_in/><num/>10+n	⸢10+n			<num/>10+n										1	{'lg': 'Hit', 'mrp1': '10+n@10+n@@QUANcar@'}
81	KBo 11.36		523	Rs. IV 2	NINDA		<sGr>NINDA</sGr><d>ḪI<laes_fin/>.A</d>	NINDA~ḪI⸣.A~													1a 	{'lg': 'Hit', 'mrp1': 'NINDA=@Brot@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.1.1@'}
82	KBo 11.36		523	Rs. IV 2	30-li		<laes_in/><num/>30<laes_fin/>-li	⸢30⸣-li			<num/>30⸣										1	{'lg': 'Hit', 'mrp1': '30-li@ein Dreißigstel@@QUANfrac@'}
83	KBo 11.36		523	Rs. IV 3			<del_in/>	[														{'lg': 'Hit'}
84	KBo 11.36		523	Rs. IV 3			"<space c=""18""/>"	******************														{'lg': 'Hit'}
85	KBo 11.36		523	Rs. IV 3	DUG		<sGr>DUG</sGr>	DUG													1a 	{'lg': 'Hit', 'mrp1': 'DUG=i-@Gefäß@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.2.1.1@'}
86	KBo 11.36		523	Rs. IV 3	marnuan	mar-n	mar-n<del_fin/>u-wa-an	mar-n]u-wa-an													1a 	{'lg': 'Hit', 'mrp1': 'marnu=a-@(Biersorte)@{ a → NOM.SG.N} { b → ACC.SG.N} { c → STF}@1.2@', 'mrp2': 'mar=nu-@verschwinden lassen@{ a → PTCP.NOM.SG.N} { b → PTCP.ACC.SG.N} { c → PTCP.INDCL}@I.13@'}
87	KBo 11.36		523	Rs. IV 4			<del_in/>	[														{'lg': 'Hit'}
88	KBo 11.36		523	Rs. IV 4			"<space c=""17""/>"	*****************														{'lg': 'Hit'}
89	KBo 11.36		523	Rs. IV 4	2.ÀM		"<num/><del_fin/><laes_in/>2<corr c=""?""/><sGr>.ÀM</sGr>"	]⸢2.ÀM			<num/>]⸢2		"]⸢2<corr c=""?""/>"								1	{'lg': 'Hit', 'mrp1': '2.ÀM@je zwei@@QUANdist@'}
90	KBo 11.36		523	Rs. IV 4	ḫupparanni	ḫu-up-pa	ḫu-up-pa<laes_fin/>-ra-an-ni	ḫu-up-pa⸣-ra-an-ni													1f 	{'lg': 'Hit', 'mrp1': 'ḫupparann=i-@Schale@{ a → NOM.SG.N} { b → ACC.SG.N} { c → NOM.PL.N} { d → ACC.PL.N} { e → D/L.SG} { f → GEN.SG(STF)}@2.1.2@(GIŠ/DUG)'}
91	KBo 11.36		523	Rs. IV 5			<del_in/>	[														{'lg': 'Hit'}
92	KBo 11.36		523	Rs. IV 5			"<space c=""16""/>"	****************														{'lg': 'Hit'}
93	KBo 11.36		523	Rs. IV 5	ḫuašia		<del_fin/><laes_in/><d>NA₄</d>ḫu-u-wa-ši-ia<laes_fin/>	]⸢~NA₄~ḫu-u-wa-ši-ia⸣													1c 	{'lg': 'Hit', 'mrp1': 'ḫuwaš=i-@(steinernes Kultobjekt)@{ a → D/L.SG} { b → ALL} { c → NOM.PL.N} { d → ACC.PL.N}@2.1.2@NA₄', 'mrp2': 'ḫuwaš=i-@(steinernes Kultobjekt)@{ a → D/L.SG} { b → ALL} { c → NOM.PL.N} { d → ACC.PL.N}@2.1.2 += ma@CNJctr@@NA₄', 'mrp3': 'ḫuwaš=i-@(steinernes Kultobjekt)@{ a → NOM.SG.N} { b → ACC.SG.N} { c → NOM.PL.N} { d → ACC.PL.N} { e → D/L.SG} { f → STF}@2.1.2 += a@CNJctr@@NA₄'}
94	KBo 11.36		523	Rs. IV 6			"<laes_in/><c type=""sign""/>AR<corr c=""?""/><laes_fin/><del_in/>"	⸢AR⸣[				"<c type=""sign""/>AR⸣["	"AR<corr c=""?""/>"									{'lg': 'Hit'}
95	KBo 11.36		523	Rs. IV 6			"<space c=""18""/>"	******************														{'lg': 'Hit'}
96	KBo 11.36		523	Rs. IV 6	niš		<del_fin/><num/>n-<laes_in/>iš<laes_fin/>	]n-⸢iš⸣			<num/>n										1	{'lg': 'Hit', 'mrp1': 'n-iš@n-mal@@QUANmul@'}
97	KBo 11.36		523	Rs. IV 7	ašušan	a-	a-<laes_in/>šu<laes_fin/>-ú-<laes_in/>ša<laes_fin/>-an	a-⸢šu⸣-ú-⸢ša⸣-an													1	{'lg': 'Hit', 'mrp1': 'ašuš=a-@Ohrgehänge(?)@ACC.SG.C@1.1@', 'mrp2': 'ašuš=ant-@mit ašuša- versehen@{ a → NOM.SG.N} { b → ACC.SG.N}@13.2@'}
98	KBo 11.36		523	Rs. IV 7		x-	x-<laes_in/>aš<laes_fin/>	x-⸢aš⸣													DEL	{'lg': 'Hit'}
99	KBo 11.36		523	Rs. IV 8	LÚ		<sGr>LÚ</sGr><d>MEŠ</d>	LÚ~MEŠ~													1c 	{'lg': 'Hit', 'mrp1': 'LÚ=a-@Mann@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.1.1@', 'mrp2': 'LÚ=a-@Ziti@{ a → PNm.NOM.SG(UNM)} { b → PNm.ACC.SG(UNM)} { c → PNm.GEN.SG(UNM)} { d → PNm.D/L.SG(UNM)} { e → PNm.ABL(UNM)} { f → PNm.INS(UNM)} { g → PNm.VOC.SG(UNM)}@38.1@M'}
100	KBo 11.36		523	Rs. IV 8	ḫišta		<d>D</d>ḫi-iš-ta-a	~D~ḫi-iš-ta-a													1c 	{'lg': 'Hit', 'mrp1': 'ḫišt=a-@Ḫišta@{ a → DN.NOM.SG(UNM)} { b → DN.ACC.SG(UNM)} { c → DN.GEN.SG(UNM)} { d → DN.D/L.SG(UNM)} { e → DN.ABL(UNM)} { f → DN.INS(UNM)} { g → DN.VOC.SG}@35.1.1@D', 'mrp2': 'ḫišt=a-@Ḫišta@{ a → DN.NOM.SG(UNM)} { b → DN.ACC.SG(UNM)} { c → DN.GEN.SG(UNM)} { d → DN.D/L.SG(UNM)} { e → DN.ABL(UNM)} { f → DN.INS(UNM)} { g → DN.VOC.SG}@35.1.1 += ma@CNJctr@@D', 'mrp3': 'ḫišt=a-@Ḫišta@{ a → DN.NOM.SG(UNM)} { b → DN.ACC.SG(UNM)} { c → DN.GEN.SG(UNM)} { d → DN.D/L.SG(UNM)} { e → DN.ABL(UNM)} { f → DN.INS(UNM)} { g → DN.VOC.SG(UNM)}@35.1.1 += a@CNJctr@@D'}
101	KBo 11.36		523	Rs. IV 9	tanzi	da-an-zi	da-an-zi	da-an-zi													1	{'lg': 'Hit', 'mrp1': 'dā-/d-@nehmen@3PL.PRS@II.2@'}
102	KBo 11.36		523	Rs. IV 10	2		<num/>2	2			<num/>2										1	{'lg': 'Hit', 'mrp1': '2@zwei@@QUANcar@'}
103	KBo 11.36		523	Rs. IV 10	wakeššar		<d>NINDA</d>wa-ge-eš-šar	~NINDA~wa-ge-eš-šar													1a 1b 	{'lg': 'Hit', 'mrp1': 'wag=eššar@(Gebäckbezeichnung)@{ a → NOM.SG.N} { b → ACC.SG.N} { c → NOM.PL.N} { d → ACC.PL.N} { e → STF}@14.3@(NINDA)'}
104	KBo 11.36		523	Rs. IV 10	10-iš		<num/>10-iš	10-iš			<num/>10										1	{'lg': 'Hit', 'mrp1': '10-iš@zehnmal@@QUANmul@'}
105	KBo 11.36		523	Rs. IV 11	20		<num/>20	20			<num/>20										1	{'lg': 'Hit', 'mrp1': '20@20@@QUANcar@'}
106	KBo 11.36		523	Rs. IV 11	NINDA.ÉRIN		<sGr>NINDA.ÉRIN</sGr><d>MEŠ</d>	NINDA.ÉRIN~MEŠ~													1a 1b 	{'lg': 'Hit', 'mrp1': 'NINDA.ÉRIN=@Soldatenbrot@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@29.1.1@'}
107	KBo 11.36		523	Rs. IV 11	20-iš		<num/>20-iš	20-iš			<num/>20										1	{'lg': 'Hit', 'mrp1': '20-iš@20mal@@QUANmul@'}
108	KBo 11.36		523	Rs. IV 11	DINGIR		<sGr>DINGIR</sGr><d>MEŠ</d>	DINGIR~MEŠ~													1pl 	{'lg': 'Hit', 'mrp1': 'DINGIR=u/i-@Gott@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.3.1.1.1@'}
109	KBo 11.36		523	Rs. IV 11		ta-a	ta-a<del_in/>m<del_fin/>-x-ša-an	ta-a[m]-x-ša-an													DEL	{'lg': 'Hit'}
110	KBo 11.36		523	Rs. IV 12	peran	pé-ra-an	pé-ra-an	pé-ra-an													1	{'lg': 'Hit', 'mrp1': 'peran@vor@@ADV@', 'mrp2': 'peran@vor@@POSP@', 'mrp3': 'peran@vor-@@PREV@', 'mrp4': 'per, parn-@Haus@{ a → NOM.SG.N} { b → ACC.SG.N} { c → STF} { d → D/L.SG} { e → NOM.PL.N} { f → ACC.PL.N}@16 += an@PPRO.3SG.C.ACC@@'}
111	KBo 11.36		523	Rs. IV 12	12		<num/>12	12			<num/>12										1	{'lg': 'Hit', 'mrp1': '12@zwölf@@QUANcar@'}
112	KBo 11.36		523	Rs. IV 12	NINDA.ZI.ḪAR.ḪAR		<sGr>NINDA.<laes_in/>ZI.ḪAR.ḪAR</sGr><laes_fin/>	NINDA.⸢ZI.ḪAR.ḪAR⸣													1a 1b 	{'lg': 'Hit', 'mrp1': 'NINDA.ZI.ḪAR.ḪAR=@(Brot oder Gebäck)@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@29.1.2@'}
113	KBo 11.36		523	Rs. IV 12			<del_in/>	[														{'lg': 'Hit'}
114	KBo 11.36		523	Rs. IV 12			"<space c=""6""/>"	******														{'lg': 'Hit'}
115	KBo 11.36		523	Rs. IV 12			<del_fin/>x	]x													DEL	{'lg': 'Hit'}
116	KBo 11.36		523	Rs. IV 13	2		<num/>2	2			<num/>2										1	{'lg': 'Hit', 'mrp1': '2@zwei@@QUANcar@'}
117	KBo 11.36		523	Rs. IV 13	DUG		<sGr>DUG</sGr>	DUG													1a 1b 	{'lg': 'Hit', 'mrp1': 'DUG=i-@Gefäß@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.2.1.1@'}
118	KBo 11.36		523	Rs. IV 13	marnuan	mar-nu-wa-an	mar-nu-wa-an	mar-nu-wa-an													1a 1b 	{'lg': 'Hit', 'mrp1': 'marnu=a-@(Biersorte)@{ a → NOM.SG.N} { b → ACC.SG.N} { c → STF}@1.2@', 'mrp2': 'mar=nu-@verschwinden lassen@{ a → PTCP.NOM.SG.N} { b → PTCP.ACC.SG.N} { c → PTCP.INDCL}@I.13@'}
119	KBo 11.36		523	Rs. IV 13			<del_in/>	[														{'lg': 'Hit'}
120	KBo 11.36		523	Rs. IV 13			"<space c=""9""/>"	*********														{'lg': 'Hit'}
121	KBo 11.36		523	Rs. IV 13			<del_fin/>	]														{'lg': 'Hit'}
122	KBo 11.36		523	Rs. IV 14	ŠA 2		<aGr><laes_in/>ŠA</aGr><laes_fin/> <num/>2	#⸢ŠA#⸣ 2			<num/>2										1a 	{'lg': 'Hit', 'mrp1': '2@zwei@{ a → …:GEN.SG} { b → …:GEN.PL}@QUANcar@'}
123	KBo 11.36		523	Rs. IV 14	ḫupparanni	ḫu-u-	ḫu-u-<laes_in/>up-pa<laes_fin/>-r<del_in/>a-an-ni<del_fin/>	ḫu-u-⸢up-pa⸣-r[a-an-ni]													1f 	{'lg': 'Hit', 'mrp1': 'ḫupparann=i-@Schale@{ a → NOM.SG.N} { b → ACC.SG.N} { c → NOM.PL.N} { d → ACC.PL.N} { e → D/L.SG} { f → GEN.SG(STF)}@2.1.2@(GIŠ/DUG)'}
124	KBo 11.36		523	Rs. IV 15	A-NA LÚ		<aGr><laes_in/>A-NA</aGr> <sGr>LÚ</sGr><d>MEŠ<laes_fin/></d>	#⸢A-NA# LÚ~MEŠ⸣~													1b 	{'lg': 'Hit', 'mrp1': 'LÚ=a-@Mann@{ a → …:D/L.SG} { b → …:D/L.PL} { c → …:ALL}@28.1.1@', 'mrp2': 'LÚ=a-@Ziti@{ a → …:D/L.SG} { b → …:D/L.PL} { c → …:ALL}@38.1@M'}
125	KBo 11.36		523	Rs. IV 15		x	x<del_in/>	x[													DEL	{'lg': 'Hit'}
126	KBo 11.36		523	Rs. IV 15			"<space c=""9""/>"	*********														{'lg': 'Hit'}
127	KBo 11.36		523	Rs. IV 15			<del_fin/>	]														{'lg': 'Hit'}
128	KBo 11.36		523	Rs. IV 16			<del_in/>	[														{'lg': 'Hit'}
129	KBo 11.36		523	Rs. IV 16			"<space c=""3""/>"	***														{'lg': 'Hit'}
130	KBo 11.36		523	Rs. IV 16			<del_fin/>	]														{'lg': 'Hit'}
131	KBo 11.36		523	Rs. IV 16	NINDA		<sGr>NINDA</sGr>	NINDA													1a 1b 1c 1d 	{'lg': 'Hit', 'mrp1': 'NINDA=@Brot@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.1.1@'}
132	KBo 11.36		523	Rs. IV 16	30-iš		<num/>30-<laes_in/>iš<laes_fin/>	30-⸢iš⸣			<num/>30										1	{'lg': 'Hit', 'mrp1': '30-iš@30mal@@QUANmul@'}
133	KBo 11.36		523	Rs. IV 16	ŠA		<aGr>Š<del_in/>A</aGr>	#Š[A#													1all 	{'lg': 'Hit', 'mrp1': 'ŠA@PROdet@{ a → …:GEN.SG} { b → …:GEN.PL}@@'}
134	KBo 11.36		523	Rs. IV 16			"<space c=""6""/>"	******														{'lg': 'Hit'}
135	KBo 11.36		523	Rs. IV 16			<del_fin/>x<del_in/>	]x[													DEL	{'lg': 'Hit'}
136	KBo 11.36		523	Rs. IV 16			"<space c=""6""/>"	******														{'lg': 'Hit'}
137	KBo 11.36		523	Rs. IV 16			<del_fin/>	]														{'lg': 'Hit'}
138	KBo 11.36		523	Rs. IV 17			<del_in/>	[														{'lg': 'Hit'}
139	KBo 11.36		523	Rs. IV 17			"<space c=""4""/>"	****														{'lg': 'Hit'}
140	KBo 11.36		523	Rs. IV 17			<del_fin/>x	]x													DEL	{'lg': 'Hit'}
141	KBo 11.36		523	Rs. IV 17			"<laes_in/><c type=""sign""/>mu<corr c=""?""/><laes_fin/>"	⸢mu⸣				"<c type=""sign""/>mu⸣"	"mu<corr c=""?""/>"									{'lg': 'Hit'}
142	KBo 11.36		523	Rs. IV 17		x	x<del_in/>	x[													DEL	{'lg': 'Hit'}
143	KBo 11.36		523	Rs. IV 17			"<space c=""5""/>"	*****														{'lg': 'Hit'}
144	KBo 11.36		523	Rs. IV 17			<del_fin/>	]														{'lg': 'Hit'}
145	KBo 11.36		523	Rs. IV 18	n		<del_in/><num/>n	[n			<num/>n										1	{'lg': 'Hit', 'mrp1': 'n@(unbekannte Zahl)@@QUANcar@'}
146	KBo 11.36		523	Rs. IV 18	NINDA.ZI.ḪAR.ḪAR		<sGr>NINDA.Z<del_fin/>I.<laes_in/>ḪAR.ḪAR</sGr><laes_fin/><del_in/>	NINDA.Z]I.⸢ḪAR.ḪAR⸣[													1a 1b 	{'lg': 'Hit', 'mrp1': 'NINDA.ZI.ḪAR.ḪAR=@(Brot oder Gebäck)@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@29.1.2@'}
147	KBo 11.36		523	Rs. IV 18			"<space c=""9""/>"	*********														{'lg': 'Hit'}
148	KBo 11.36		523	Rs. IV 18			<del_fin/>	]														{'lg': 'Hit'}
149	KBo 11.36		523	Rs. V 1	NINDA		<sGr>NINDA</sGr>	NINDA													1a 1b 	{'lg': 'Hit', 'mrp1': 'NINDA=@Brot@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.1.1@'}
150	KBo 11.36		523	Rs. V 1		x	x<del_in/>	x[													DEL	{'lg': 'Hit'}
151	KBo 11.36		523	Rs. V 1			"<space c=""30""/>"	******************************														{'lg': 'Hit'}
152	KBo 11.36		523	Rs. V 1			<del_fin/>	]														{'lg': 'Hit'}
153	KBo 11.36		523	Rs. V 2	A-NA		<aGr><laes_in/>A-NA</aGr><laes_fin/>	#⸢A-NA#⸣													1all 	{'lg': 'Hit', 'mrp1': 'ANA@zu@{ a → …:D/L.SG} { b → …:D/L.PL} { c → …:ALL}@@'}
154	KBo 11.36		523	Rs. V 2		x	x<del_in/>	x[													DEL	{'lg': 'Hit'}
155	KBo 11.36		523	Rs. V 2			"<space c=""9""/>"	*********														{'lg': 'Hit'}
156	KBo 11.36		523	Rs. V 2			<del_fin/>	]														{'lg': 'Hit'}
157	KBo 11.36		523	Rs. V 2	arinna		<laes_in/><d>URU</d>a-ri-in-na<laes_fin/>	⸢~URU~a-ri-in-na⸣													1all 	{'lg': 'Hit', 'mrp1': 'arinn=a-@Arinna@{ a → GN.NOM.SG(UNM)} { b → GN.ACC.SG(UNM)} { c → GN.GEN.SG(UNM)} { d → GN.D/L.SG(UNM)} { e → GN.ALL(UNM)} { f → GN.ABL(UNM)} { g → GN.INS(UNM)} { h → GN.VOC.SG}@39.2@URU', 'mrp2': 'arinn=a-@Arinna@{ a → GN.NOM.SG(UNM)} { b → GN.ACC.SG(UNM)} { c → GN.GEN.SG(UNM)} { d → GN.D/L.SG(UNM)} { e → GN.ALL(UNM)} { f → GN.ABL(UNM)} { g → GN.INS(UNM)} { h → GN.VOC.SG}@39.2 += ma@CNJctr@@URU', 'mrp3': 'arin=@Arin@{ a → GN.NOM.SG(UNM)} { b → GN.ACC.SG(UNM)} { c → GN.GEN.SG(UNM)} { d → GN.D/L.SG(UNM)} { e → GN.ALL(UNM)} { f → GN.ABL(UNM)} { g → GN.INS(UNM)} { h → GN.VOC.SG(UNM)}@39.1@URU += ya@CNJadd@'}
158	KBo 11.36		523	Rs. V 3	NINDA.GUR₄.RA		<laes_in/><sGr>NINDA.GUR₄.RA</sGr><laes_fin/>	⸢NINDA.GUR₄.RA⸣													2a 2b 	{'lg': 'Hit', 'mrp1': 'NINDA.GUR₄.RA=i-@Brotopferer@@29.1.2@LÚ', 'mrp2': 'NINDA.GUR₄.RA=i-@Brotlaib@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.2.1.1@'}
159	KBo 11.36		523	Rs. V 4	wakeššar		<d>NINDA</d>wa-ge-eš-šar	~NINDA~wa-ge-eš-šar													1a 1b 	{'lg': 'Hit', 'mrp1': 'wag=eššar@(Gebäckbezeichnung)@{ a → NOM.SG.N} { b → ACC.SG.N} { c → NOM.PL.N} { d → ACC.PL.N} { e → STF}@14.3@(NINDA)'}
160	KBo 11.36		523	Rs. V 4	½		<num/>½	½			<num/>½										1	{'lg': 'Hit', 'mrp1': '½@ein halb@@QUANcar@'}
161	KBo 11.36		523	Rs. V 5	8		<num/>8	8			<num/>8										1	{'lg': 'Hit', 'mrp1': '8@acht@@QUANcar@'}
162	KBo 11.36		523	Rs. V 5	LI-IM		<aGr>LI-IM</aGr>	#LI-IM#													1	{'lg': 'Hit', 'mrp1': 'LĪM@tausend@QUANcar@@'}
163	KBo 11.36		523	Rs. V 5	6-ŠU		<num/>6<aGr>-ŠU</aGr>	6-#ŠU#			<num/>6										1	{'lg': 'Hit', 'mrp1': '6-ŠU@sechsmal@@QUANmul@'}
164	KBo 11.36		523	Rs. V 5	MA-ḪI-IṢ		<aGr>MA-ḪI-I<del_in/>Ṣ</aGr><del_fin/>	#MA-ḪI-I[Ṣ#]													1	{'lg': 'Hit', 'mrp1': 'MAḪĀṢU@schlagen@3SG.PRS@@'}
165	KBo 11.36		523	Rs. V 6	1		<num/>1	1			<num/>1										1	{'lg': 'Hit', 'mrp1': '1@ein@@QUANcar@'}
166	KBo 11.36		523	Rs. V 6	½		<num/>½	½			<num/>½										1	{'lg': 'Hit', 'mrp1': '½@ein halb@@QUANcar@'}
167	KBo 11.36		523	Rs. V 6	NINDA		<sGr>NINDA</sGr>	NINDA													1a 	{'lg': 'Hit', 'mrp1': 'NINDA=@Brot@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.1.1@'}
168	KBo 11.36		523	Rs. V 6	šaramnaš	ša-ra-am-na-aš	ša-ra-am-na-aš	ša-ra-am-na-aš													1a 	{'lg': 'Hit', 'mrp1': 'šaramma-@Brotration(?)@{ a → GEN.SG} { b → GEN.PL} { c → D/L.PL}@9.5.1@NINDA', 'mrp2': 'šaramn=a-@oben befindlich@{ a → NOM.SG.C} { b → GEN.SG} { c → D/L.PL} { d → GEN.PL}@1.3@'}
169	KBo 11.36		523	Rs. V 6	ḫališ	ḫa-a-li-iš	ḫa-a-li-iš	ḫa-a-li-iš													2a 	{'lg': 'Hit', 'mrp1': 'ḫal=a-@(Körperteil)@NOM.PL.C@1.1@', 'mrp2': 'ḫal=i-@(Gebäck)@{ a → NOM.SG.C} { b → NOM.PL.C}@2.1.1@NINDA'}
170	KBo 11.36		523	Rs. V 7	½		<num/>½	½			<num/>½										1	{'lg': 'Hit', 'mrp1': '½@ein halb@@QUANcar@'}
171	KBo 11.36		523	Rs. V 7	NINDA.ZI.ḪAR.ḪAR		<sGr>NINDA.ZI.ḪAR.ḪAR</sGr>	NINDA.ZI.ḪAR.ḪAR													1a 	{'lg': 'Hit', 'mrp1': 'NINDA.ZI.ḪAR.ḪAR=@(Brot oder Gebäck)@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@29.1.2@'}
172	KBo 11.36		523	Rs. V 7	20-iš		<num/>20-iš	20-iš			<num/>20										1	{'lg': 'Hit', 'mrp1': '20-iš@20mal@@QUANmul@'}
173	KBo 11.36		523	Rs. V 8	1		<num/>1	1			<num/>1										1	{'lg': 'Hit', 'mrp1': '1@ein@@QUANcar@'}
